t,eval_success,eval_loss
1,69.6,0.6412187278270721
2,67.0,0.6612363755702972
3,67.0,0.6727167052030564
4,65.0,0.7062102597951889
5,69.19999999999999,0.690988307595253
6,70.39999999999999,0.675340609550476
7,66.0,0.7008922547101974
8,69.8,0.6935935354232788
9,76.4,0.7830292522907257
10,61.0,0.9563621431589127
11,83.8,0.6234487223625184
12,90.2,0.5482215201854705
13,89.0,0.6711340868473052
14,86.8,0.9675455272197724
15,66.60000000000001,1.0574998128414155
16,72.39999999999999,0.8538449418544769
17,72.2,0.8198870092630386
18,74.6,0.7877493447065353
19,76.2,0.8896280848979949
20,75.4,0.7846696412563324
21,80.4,0.8767333877086639
22,76.4,0.9123652005195617
23,79.2,0.8768836414813995
24,77.8,0.6919728183746338
25,77.4,0.8944097578525543
26,79.80000000000001,0.7305145567655563
27,74.2,0.7934292203187943
28,74.0,0.9263480508327484
29,80.0,0.8691908764839172
30,76.8,0.8968799996376038
31,80.2,0.8730798709392548
32,74.8,0.7895135366916657
33,76.4,0.8962039089202881
34,79.60000000000001,0.8840213084220886
35,77.2,0.8841321802139283
36,76.4,0.9049890697002411
37,77.60000000000001,0.7511453437805176
38,79.80000000000001,0.7371255451440811
39,77.8,0.8729913330078125
40,81.0,0.8774430918693542
41,77.2,0.8740362977981567
42,81.0,0.8611948013305664
43,77.4,0.9086784219741821
44,74.4,0.7961919766664505
45,74.8,0.7733315801620484
46,77.60000000000001,0.8606713128089905
47,79.2,0.8848848223686219
48,73.4,0.8079360282421112
49,75.2,0.825671021938324
50,74.8,0.9476090478897095
