t,i,eval_success,eval_loss,drift,delayed
26,6,77.2,1.2031179764866828,,true
26,2,36.6,1.3044145393371582,u,false
26,3,70.4,1.1846000230312348,,true
27,1,37.2,1.755656933784485,,false
27,0,49.6,2.696954972743988,,true
27,4,78.8,1.121882885992527,,false
27,8,77.6,1.1716208916902542,,false
27,9,74.6,1.0612142676115035,,false
27,7,76.8,0.9703444302082062,,false
27,5,77.2,0.9956390333175659,,false
27,3,73.0,1.0104336816072463,,true
28,7,74.8,1.0922311607003212,,false
28,3,74.6,1.31598549336195,,true
28,2,35.0,1.3440699887275696,,false
28,0,49.8,2.7432373571395874,,true
28,5,74.2,1.1812647354602814,,false
28,6,73.8,1.4111714538931848,,true
28,8,77.2,1.2033050906658174,,false
28,9,77.4,1.1524382245540619,,false
29,5,78.0,0.9176270270347595,,false
29,7,78.2,1.0735639882087709,,false
29,4,78.4,1.078355402648449,,false
29,3,76.6,1.0815070709586143,,true
29,1,37.6,1.6861923849582672,,false
29,9,79.0,1.118727214038372,,false
29,8,78.4,0.9907786816358566,,false
29,6,78.4,1.1502106726169585,,true
30,2,34.0,1.3285824871063232,,false
30,3,72.4,1.0642307633161545,,true
30,8,75.0,1.1043436309695245,,false
30,0,53.8,2.7018178725242614,,true
30,9,75.6,1.1040252566337585,,false
30,1,35.2,1.706231142282486,,false
30,5,76.4,1.2224557369947433,,false
30,6,77.0,0.8814979490637779,,true
31,1,35.0,1.835873351097107,,false
31,0,51.0,2.855832170844078,,true
31,2,34.6,1.3324093592166901,u,false
31,3,74.0,1.1797548186779023,,true
31,4,77.4,1.1284700691699983,,false
31,5,72.8,1.23796090811491,,false
31,7,78.0,1.0093354415893554,,false
31,8,79.6,1.1612354323267937,,false
32,5,78.4,1.1046545201539992,,false
32,6,76.6,0.955039168894291,,true
32,2,34.2,1.3183807337284088,,false
32,0,51.0,2.6675986272096632,,true
32,9,79.0,1.0332668155431748,,false
32,1,35.4,1.662037570476532,,false
32,8,76.2,0.9592013582587242,,false
32,4,78.0,0.9735084784030914,,false
33,2,33.4,1.350971132516861,,false
33,6,77.4,1.1144007569551468,,true
33,5,77.8,1.1652681654691697,,false
33,8,76.8,1.012055898308754,,false
33,4,77.6,0.966625443994999,,false
33,0,50.4,2.777404283285141,,true
33,9,78.2,1.0104288904368877,,false
33,7,77.4,0.8475634515285492,,false
34,8,76.2,0.9866106897592545,,false
34,1,34.8,1.811273773908615,,false
34,0,53.4,2.8785359191894533,,true
34,3,72.2,1.0320865094661713,,true
34,4,76.4,0.9936977425217628,,false
34,9,76.4,1.0935835053026677,,false
34,7,77.2,0.9271741881966591,,false
34,6,77.4,1.032660676240921,,true
35,7,77.6,0.9735480096936225,,false
35,2,36.8,1.3055253171920775,,false
35,4,77.4,0.9969596901535988,,false
35,3,71.2,1.2095955282449722,,true
35,5,74.6,1.239185590147972,,false
35,9,78.0,1.0513138163089752,,false
35,1,38.0,1.6792424035072326,,false
35,8,77.4,1.3007911384105681,,false
36,5,77.4,1.1086672899127006,,false
36,0,53.2,2.7940112805366515,,true
36,7,77.4,1.121703632771969,,false
36,6,78.8,1.1430801522731782,,true
36,8,78.4,1.0608660027384758,,false
36,4,77.0,1.0966982519626618,,false
36,2,33.6,1.3344531071186065,,false
36,3,73.0,1.1511886143684387,,true
37,8,76.2,0.9452081793546676,,false
37,7,74.8,1.1554630014300347,,false
37,2,34.6,1.3583068084716796,,false
37,6,76.0,1.1633572429418564,,true
37,0,50.6,2.673560165166855,,true
37,3,68.6,1.4130449461936951,,true
37,4,74.4,1.0092845821380616,,false
37,5,75.4,1.07635158598423,,false
38,0,48.6,2.8634193420410154,,true
38,6,77.0,0.9011140790581703,,true
38,9,75.2,0.9270276504755021,,false
38,7,78.4,1.1629927365481854,,false
38,8,78.2,0.9719710168242455,,false
38,3,69.8,1.1583559283614158,,true
38,2,37.2,1.2808131206035613,,false
38,4,77.2,0.8594793155789375,,false
39,8,79.2,1.2530120144784451,,false
39,4,80.0,1.0809623703360558,,false
39,5,77.2,1.1113297018408774,,false
39,1,34.8,1.833528121113777,,false
39,7,79.6,1.0347621601819992,,false
39,0,53.6,2.8963992738723756,,true
39,9,78.4,1.06213072553277,,false
39,2,34.0,1.3275060629844666,u,false
40,9,76.6,1.0745550656318665,,false
40,2,34.6,1.336455399990082,u,false
40,8,77.6,0.9964305502176285,,false
40,6,76.8,1.0446355351805687,,true
40,4,75.8,0.9714522844552994,,false
40,7,77.6,1.223692193031311,,false
40,5,76.6,0.8994404885172844,,false
40,1,31.8,1.7437534928321838,cd-cs,false
41,7,74.8,1.103708649277687,,false
41,8,78.8,1.064700499176979,,false
41,3,71.6,1.1309859359264374,,true
41,6,79.2,1.115626664161682,,true
41,9,80.0,0.9572650706768036,,false
41,1,34.4,1.7137049651145935,,false
41,2,33.8,1.3580608415603637,,false
41,4,79.2,0.977888400554657,,false
42,5,74.6,1.1589719232916833,,false
42,2,35.8,1.3223705208301544,,false
42,7,75.0,0.9881314679980278,,false
42,9,76.6,1.0925549849867822,,false
42,1,36.0,1.6945190024375916,,false
42,6,77.4,1.2602753706276417,,true
42,8,76.2,1.0680662143230437,,false
42,3,70.0,1.249820975959301,,true
43,5,76.4,1.142301556766033,,false
43,4,78.6,1.0019011026620865,,false
43,0,55.8,2.742298060655594,,true
43,6,77.4,1.2184970942139626,,true
43,9,74.2,1.1752367368340493,,false
43,3,73.0,1.1339494520425797,,true
43,2,30.0,1.416222587823868,,false
43,1,30.6,1.904593495130539,,false
44,5,75.2,0.9388252782821656,,false
44,0,52.4,2.8914046794176103,,true
44,7,76.4,0.879870737195015,,false
44,2,32.0,1.3593582701683045,u,false
44,4,77.2,1.0326551920175553,,false
44,3,74.6,1.1343019902706146,,true
44,9,76.0,1.044241623878479,,false
44,6,77.2,1.1122268307209016,,true
45,3,74.2,1.3518991678953172,,true
45,6,76.2,1.1623419627547265,,true
45,5,77.4,1.0779771959781648,,false
45,0,51.2,2.954472100734711,,true
45,1,34.6,1.7883695554733277,,false
45,9,74.8,1.18356202557683,,false
45,8,77.0,0.9522255757451057,,false
45,4,78.0,1.1933253163099289,,false
46,9,77.8,1.2097204840183258,,false
46,5,79.4,1.2162184408307075,,false
46,2,32.6,1.345555443763733,,false
46,6,79.2,1.0595770788192749,,true
46,8,76.2,1.0018027433753014,,false
46,3,71.6,1.1870285707712174,,true
46,7,76.4,1.0709536635875703,,false
46,0,49.4,2.7914660489559173,,true
47,9,77.0,1.196320976614952,,false
47,6,76.8,1.2159223443269729,,true
47,2,33.4,1.3456947314739227,,false
47,1,34.8,1.6737107336521149,,false
47,0,51.8,2.7076704347133638,,true
47,3,73.0,1.016252247095108,,true
47,7,77.8,0.8910594502091408,,false
47,5,77.0,1.0911911192536354,,false
48,8,74.6,1.3996237003803254,,false
48,0,50.6,2.9922770082950594,,true
48,1,32.0,1.958932888507843,,false
48,5,74.2,1.223237981200218,,false
48,2,33.6,1.3351251912117004,,false
48,3,68.4,1.2270504754781724,,true
48,7,73.6,1.1042375981807708,,false
48,4,73.8,1.1272593039274215,,false
49,8,81.2,0.7834649193286896,,false
49,6,82.0,0.7285051703453064,,true
49,4,80.8,0.7196365723013878,,false
49,9,81.8,0.7873589298129082,,false
49,7,81.6,0.7884307596087455,,false
49,2,29.6,1.392608243227005,,false
49,5,81.6,0.8125755348801613,,false
49,0,54.6,2.240331669449806,u,true
