t,eval_success,eval_loss
1,69.0,0.9157859992980957
2,68.4,0.9894167131185532
3,66.4,1.7199792808294296
4,65.60000000000001,0.963402988910675
5,64.0,1.0590826392173767
6,67.80000000000001,1.567709698677063
7,62.6,1.0381835514307023
8,63.2,1.3033638155460359
9,69.39999999999999,0.8297578227519989
10,80.2,0.9425264406204223
11,90.8,0.388975687623024
12,94.0,0.2620897060632706
13,93.0,0.2754443870484829
14,86.0,0.5248077282309532
15,79.4,0.6420253121852875
16,56.39999999999999,2.1207955080270766
17,47.4,1.0985852164030074
18,59.599999999999994,1.2190197896957398
19,76.2,0.6816852307319641
20,58.8,1.4606972825527191
21,82.19999999999999,0.6166885584592819
22,68.4,0.7919224715232849
23,70.6,0.7689260393381119
24,83.6,0.6111391395330429
25,59.199999999999996,1.3466097164154052
26,81.39999999999999,0.6325612390041351
27,53.400000000000006,0.9728685796260834
28,81.39999999999999,0.668490384221077
29,57.8,2.1206597912311556
30,56.39999999999999,1.8374874192476272
31,57.99999999999999,1.2745626473426819
32,54.0,2.0314389133453368
33,56.39999999999999,1.5756645065546036
34,58.4,2.296862493753433
35,58.4,1.5338824045658113
36,68.8,0.8007280665636063
37,49.0,0.9548260509967804
38,57.599999999999994,1.3399041599035264
39,77.2,0.703864523768425
40,86.4,0.6389225447177886
41,58.599999999999994,1.4047658169269561
42,80.4,0.644324723482132
43,85.8,0.6209699583053588
44,50.8,1.0214501214027405
45,55.400000000000006,1.6675813782215119
46,59.8,1.383331959247589
47,85.39999999999999,0.6159185421466827
48,59.599999999999994,1.238558770418167
49,62.2,1.0895225083827973
50,63.800000000000004,1.1397739538550378
