t,eval_success,eval_loss
1,64.60000000000001,0.9341471177339554
2,61.6,0.9447056496143341
3,69.19999999999999,0.9077645432949066
4,66.8,0.9032968533039093
5,63.2,0.9350384330749512
6,64.8,0.9016034030914306
7,61.199999999999996,0.9371773302555084
8,63.6,0.9127910006046295
9,59.599999999999994,0.9809774446487427
10,59.8,1.062470771074295
11,54.2,1.0987328791618347
12,56.00000000000001,1.1080510771274568
13,43.2,1.1864625120162964
14,42.199999999999996,1.3455607438087462
15,47.8,1.2778811693191527
16,50.2,1.3573348712921143
17,52.2,1.2483706378936767
18,51.6,1.3496061038970948
19,51.0,1.3255983185768128
20,52.2,1.3413469636440276
21,48.8,1.2231049823760987
22,52.0,1.3001277804374696
23,47.0,1.3561405158042907
24,51.4,1.2331361746788025
25,49.8,1.2439963126182556
26,48.6,1.333025004863739
27,50.2,1.2467923593521117
28,51.0,1.3509455561637878
29,53.400000000000006,1.3455820894241333
30,49.2,1.4258559238910675
31,50.4,1.253074848651886
32,45.2,1.265298194885254
33,50.6,1.3449004411697387
34,50.2,1.4270007634162902
35,50.6,1.3362598705291748
36,47.0,1.3509569430351258
37,49.6,1.330665535926819
38,50.8,1.3499341011047363
39,49.6,1.3786602568626405
40,49.4,1.39226726770401
41,50.8,1.4791787600517272
42,49.4,1.2998264598846436
43,50.4,1.3227186822891235
44,46.400000000000006,1.2461547327041627
45,47.0,1.3648412442207336
46,50.4,1.3253601503372192
47,51.4,1.3612827897071837
48,49.0,1.223919472694397
49,50.8,1.2637568593025208
50,54.800000000000004,1.3272331833839417
