t,eval_success,eval_loss
1,78.2,0.8110074818134307
2,77.2,0.8208842322230339
3,78.2,1.0104950894415379
4,78.60000000000001,1.2779470241069795
5,79.0,0.9173028068244458
6,81.0,0.9552760228514672
7,78.60000000000001,1.3115279872715473
8,77.2,1.4101899929344655
9,78.60000000000001,1.2565562336146832
10,87.6,0.5760827056132257
11,93.2,0.19408303067088128
12,95.39999999999999,0.13477358530741185
13,94.6,0.17492573407012968
14,90.60000000000001,0.475403972780332
15,82.0,1.008938074633479
16,82.39999999999999,1.2619002989120782
17,78.0,1.525179107412696
18,80.0,1.6223554634209723
19,82.39999999999999,1.1120537393726408
20,81.6,1.273465374223888
21,81.0,1.1297984175011515
22,80.0,1.2784492814028636
23,80.2,1.311025449745357
24,80.80000000000001,1.012447339259088
25,81.39999999999999,0.8940106867253781
26,80.2,1.1033403716981411
27,79.4,0.8224083768203855
28,79.2,0.9913810800015926
29,79.2,1.2537926557846368
30,81.8,1.2188172237761319
