t,eval_success,eval_loss
1,63.6,1.0452234661579132
2,77.4,0.6221226531267167
3,86.4,0.5538826925307512
4,81.8,0.9169991426169872
5,83.0,0.8227658405154944
6,80.4,1.6860926619917154
7,86.6,0.47033606030046937
8,78.8,1.5634647603332996
9,82.6,0.49044376069679857
10,85.8,0.6241218032129109
11,93.0,0.3079997412348166
12,95.2,0.20061844930052758
13,94.4,0.19707952533848583
14,92.2,0.5590509628783912
15,86.8,0.8460266229510307
16,80.2,1.0237947857752443
17,82.0,0.6212103869020938
18,76.0,1.2395109627395868
19,77.4,1.1614129392802715
20,80.0,0.7656448294222354
21,83.0,0.9246719652973115
22,82.8,0.7024966543912887
23,78.4,1.1538279631175101
24,82.8,1.0193460730463266
25,81.8,1.2905773057416081
26,84.4,0.6941377593576908
27,80.8,1.219394010975957
28,82.4,0.7428099217265844
29,75.0,1.5745354713499546
30,79.8,0.9304255049675703
31,76.2,1.5206364762783051
32,78.0,1.0353777346760034
33,89.4,0.39769073329865934
34,86.0,1.0915242757718078
35,89.0,0.5900207438692451
36,89.4,0.7889715670794248
37,81.6,0.7150965733453631
38,80.4,0.8610042804479598
39,80.2,1.6286405517044478
40,80.8,1.2827361340727657
41,80.2,1.6324149450659753
42,87.6,0.5356133335083723
43,86.4,0.442351518124342
44,87.6,1.110748355090618
45,85.0,0.7651604541763664
46,81.6,0.9343563383212313
47,83.6,1.2175539234280586
48,84.2,0.8538868544623256
49,87.6,0.3089081187546253
50,90.2,0.5274755718419328
