t,eval_success,eval_loss
1,93.2,0.2766501472890377
2,96.8,0.1641711225360632
3,95.19999999999999,0.1419288681074977
4,96.39999999999999,0.10484991897828877
5,96.8,0.08411857419647277
6,97.8,0.08138181235408411
7,95.6,0.10084031388687435
8,97.6,0.07593246484175324
9,97.2,0.07304685835610143
10,96.39999999999999,0.07968718614894897
11,97.39999999999999,0.06504634995013475
12,96.8,0.07440030824160203
13,94.19999999999999,0.10465711245837156
14,95.8,0.10163962090970018
15,95.8,0.0737533861240081
16,98.2,0.05196712925273459
17,98.2,0.05546336654224433
18,95.8,0.10840955536346883
19,96.39999999999999,0.07469056056870613
20,97.6,0.07606841645203531
21,96.6,0.08162412360368762
22,95.19999999999999,0.08514649446704425
23,97.39999999999999,0.05348527654801728
24,97.6,0.05882619937925483
25,96.8,0.06677098213636783
26,96.8,0.07469734160375083
27,96.6,0.07047046962834429
28,97.8,0.05542036631239171
29,96.0,0.0867224047880154
30,97.0,0.06573050559643889
31,97.0,0.07501521858677734
32,97.2,0.0817896374783595
33,96.0,0.09578101554361637
34,97.0,0.07284932996029965
35,98.2,0.05242219221239793
36,97.2,0.06852556084370008
37,98.2,0.057969485824432926
38,96.6,0.06483865461566893
39,97.8,0.06013100622396451
40,98.4,0.059658033756131774
41,97.39999999999999,0.06714920331491157
42,96.2,0.076806147886914
43,96.2,0.08726329805096611
44,96.39999999999999,0.09486299783595314
45,96.39999999999999,0.07669957298952795
46,95.8,0.07562016785122978
47,97.2,0.07451511076593306
48,98.4,0.05357511105321464
49,97.0,0.06761505668893733
50,96.39999999999999,0.0937298581678624
