t,eval_success,eval_loss
1,0.4830573590015669,0.9827388704357827
2,0.52986404666054,0.893756640640262
3,0.6013315479829893,0.7578925903870726
4,0.5992032626762898,0.761938658325773
5,0.6624149926259115,0.6417693206722365
6,0.7463640137585696,0.48217724508713844
7,0.7315624366224861,0.5103159147484005
8,0.7907150452540744,0.397863248316253
9,0.780876456774081,0.416566996558553
10,0.7704865354495121,0.4363188814371873
11,0.7565220661298124,0.4628661781576356
12,0.7625952714397557,0.4513205850518109
13,0.7765803138593141,0.42473419487454595
14,0.8608042800441831,0.2646194249873752
15,0.8668418103248631,0.2531416926586059
16,0.8959912321870307,0.19772689471749347
17,0.9082804178715108,0.1743644219563874
18,0.8951177467081916,0.1993874460995702
19,0.8577984339861314,0.270333718553096
20,0.8636448574070579,0.2592193189903222
21,0.8426787232776418,0.29907716563537873
22,0.9020589288527495,0.18619183778361814
23,0.9085849390968791,0.17378551970638367
24,0.9152349687835999,0.16114341985794897
25,0.9222618253353565,0.1477849278928257
26,0.9203463910435891,0.15142628418383308
27,0.9242717731598767,0.1439639008654492
28,0.9214604253377848,0.14930843424262846
29,0.918094985664784,0.15570634425374422
30,0.9127462139125719,0.1658746774908433
