t,eval_success,eval_loss
1,79.2,0.7990029370784759
2,77.4,0.8373861342668534
3,78.2,1.0845865143090487
4,77.60000000000001,1.3589977264404296
5,78.2,1.1332487539201974
6,78.2,1.2825759873539209
7,77.60000000000001,1.6524768543988466
8,76.2,1.968050503283739
9,78.4,1.6711523159593344
10,87.4,0.7168302800366655
11,93.60000000000001,0.22748992184177041
12,95.0,0.15103912562597543
13,94.19999999999999,0.2065366358263418
14,90.60000000000001,0.5463100864132866
15,81.6,1.2910334568098187
16,82.6,1.6417141359113157
17,78.0,1.8565432491339744
18,79.4,1.942349202716723
19,82.0,1.586216449243948
20,80.60000000000001,1.6702962808683515
21,80.4,1.5300621304661035
22,79.2,1.8114032445661723
23,78.0,1.848950735256076
24,79.60000000000001,1.3771081084758043
25,80.80000000000001,1.3565562221966685
26,79.4,1.535826710537076
27,79.2,1.314799448288977
28,78.4,1.4599724958837033
29,80.0,1.7403681408707052
30,81.0,1.7101865297928454
31,77.8,1.5276399530679918
32,80.80000000000001,1.3776481645740568
33,83.39999999999999,1.0994928543549032
34,82.6,1.3515651828056434
35,80.0,1.3421673392131925
36,80.4,1.4236955084651708
37,80.0,1.3836967342253774
38,80.2,1.5987773890793324
39,81.39999999999999,1.6704227643460035
40,82.6,1.1898960596323014
41,78.60000000000001,1.4488699191063643
42,80.4,1.4383584846928716
43,81.0,1.603744767785538
44,79.2,1.3002293182490394
45,82.8,1.3838050048938022
46,80.2,1.4878011274535674
47,81.6,1.3486150435172022
48,82.6,1.0560517886374146
49,79.60000000000001,1.2280022315308452
50,86.0,0.70025205578655
