t,eval_success,eval_loss
1,93.4,0.5953058642148972
2,93.8,0.2689988423883915
3,94.6,0.185994575843215
4,94.19999999999999,0.1615360862016678
5,95.0,0.14870653703808784
6,96.39999999999999,0.12009808640927076
7,94.8,0.13050993077456952
8,95.0,0.12999363675713538
9,96.6,0.10217736530117691
10,96.0,0.11739702970720828
11,98.0,0.086663937298581
12,94.8,0.12397769410163165
13,95.39999999999999,0.10256989463232458
14,95.19999999999999,0.11993366971146316
15,96.0,0.09001920971320942
16,96.0,0.11288159548654221
17,97.0,0.08312396323308349
18,93.4,0.14882093418389558
19,96.2,0.10792456661583856
20,95.19999999999999,0.11670931614935398
21,96.0,0.09492900133132935
22,95.8,0.0968273797398433
23,95.6,0.10426668430678547
24,96.39999999999999,0.08319162313244305
25,96.39999999999999,0.07956931886496023
26,95.19999999999999,0.11288619409315288
27,96.8,0.0997923387773335
28,94.8,0.10506264988100156
29,94.39999999999999,0.11263720933813602
30,95.19999999999999,0.1180003829812631
