t,eval_success,eval_loss
1,75.4,0.7948821967840195
2,78.60000000000001,0.7104081724584103
3,78.0,1.023391157835722
4,77.60000000000001,1.2720612251013517
5,76.4,1.1756735533475875
6,78.4,1.0469139881432057
7,79.60000000000001,1.2080387507379056
8,79.0,1.3690506687015296
9,78.8,1.1826538912951947
10,86.4,0.6484762082993984
11,92.4,0.19510805688798427
12,95.6,0.10603081874549389
13,93.2,0.2412600512104109
14,91.2,0.49226181386737156
15,83.8,0.9857163174450397
16,82.6,1.2123807707056402
17,75.4,1.4469420087337495
18,79.4,1.7645409280061721
19,82.39999999999999,1.0557135419733823
20,81.2,1.0741488283360376
21,80.60000000000001,1.1417866188287735
22,79.60000000000001,1.4400058428943157
23,81.39999999999999,1.336737191732973
24,81.39999999999999,1.2016513693379238
25,79.80000000000001,1.2915192524343728
26,79.80000000000001,1.1680359665490687
27,81.39999999999999,0.91162697724998
28,82.39999999999999,0.941164230145514
29,79.4,1.341396475234069
30,80.4,1.333931790329516
31,79.80000000000001,1.1894230671972037
32,78.8,1.1685357127676252
33,80.4,1.0565708588249982
34,80.80000000000001,1.1707145372813101
35,82.0,1.1169224147871137
36,77.8,1.3453063631476834
37,81.8,1.224043229506351
38,79.80000000000001,1.6345552097819747
39,81.2,1.3446834653848783
40,81.6,1.029135115351528
41,82.6,1.0241423652588855
42,82.39999999999999,1.0992554259346798
43,79.60000000000001,1.2650488187372684
44,78.4,1.079403651584871
45,80.80000000000001,1.1793423893861472
46,79.60000000000001,1.1122450863197446
47,79.60000000000001,1.2653919052961282
48,81.39999999999999,1.0126329860650003
49,83.6,0.7619688178505748
50,86.8,0.46149187825154514
