t,eval_success,eval_loss
1,90.60000000000001,0.6467109078168869
2,95.0,0.28405373603105544
3,94.6,0.1906908793747425
4,94.19999999999999,0.16672606885433197
5,93.8,0.1590943363495171
6,96.2,0.11977018531411886
7,93.60000000000001,0.14879485486075283
8,95.19999999999999,0.12378933211788536
9,96.39999999999999,0.10789660014212131
10,96.0,0.13201694312505424
11,96.8,0.08985571866855026
12,95.0,0.13219551669433713
13,96.2,0.09103317422792316
14,95.19999999999999,0.11890341659542174
15,95.39999999999999,0.09524141240515746
16,95.39999999999999,0.12587041906197555
17,96.8,0.07634605774423107
18,92.60000000000001,0.17832400323823094
19,95.8,0.10205243625096046
20,94.8,0.11772616054397077
21,95.19999999999999,0.1371781435701996
22,95.8,0.09150613164762035
23,95.6,0.09891111979493872
24,96.8,0.09588239845237695
25,96.39999999999999,0.08848677834845148
26,94.39999999999999,0.1268185370764695
27,96.0,0.09776611189357937
28,94.8,0.10973628495179583
29,95.8,0.11983921223087236
30,95.19999999999999,0.11406317611865234
