t,eval_success,eval_loss
1,83.0,0.5318837687373161
2,81.2,0.4872158679366112
3,81.6,0.5614034876599908
4,80.0,0.5543193939328194
5,79.0,0.5587921600788832
6,83.2,0.49297164015471934
7,80.60000000000001,0.5289921842515468
8,80.0,0.5665742395073176
9,83.6,0.47374953802675007
10,74.2,0.6910515112616121
11,77.2,0.5240134728699922
12,89.8,0.23025576801970601
13,97.2,0.07189177243970335
14,97.2,0.05681315768975764
15,98.6,0.04543985590338707
16,98.0,0.05513264790526591
17,98.4,0.06249632142717019
18,97.8,0.05906499883392826
19,98.4,0.04333222472283524
20,98.4,0.05039300731848925
21,97.8,0.06874115831218659
22,97.6,0.06352447748417035
23,98.8,0.059078509725513866
24,98.8,0.03709666957613081
25,97.6,0.05123013280011946
26,97.6,0.05427207697881386
27,98.4,0.04904342366353376
28,98.4,0.046796935746388046
29,98.6,0.035911844199872575
30,97.0,0.06997334871441126
31,97.2,0.05862346600624733
32,98.4,0.04447811067861039
33,98.4,0.043607096215710045
34,97.2,0.06877652333583682
35,91.8,0.22270522739738227
36,98.0,0.0584074293775484
37,90.4,0.32280615623225456
38,63.6,1.3574161246418952
39,78.60000000000001,0.6447026629000903
40,75.4,0.770320915132761
41,77.2,0.6109060837514698
42,79.0,0.6250401493906975
43,76.8,0.6087556882202625
44,76.6,0.6716716085374356
45,84.6,0.42038280215114354
46,85.0,0.3615294234454632
47,81.39999999999999,0.42451127618551254
48,85.2,0.3622619768232107
49,83.2,0.406950626000762
50,86.0,0.3321704863384366
