t,eval_success,eval_loss
1,77.4,0.8170682466030121
2,78.8,1.3501269619166851
3,78.60000000000001,1.6483648063242435
4,78.8,1.7653456383012236
5,79.80000000000001,1.873785946816206
6,82.0,2.0608934366703036
7,79.80000000000001,2.481223572846502
8,77.4,2.8792716175317765
9,80.60000000000001,2.6510889104381206
10,88.8,1.275072782165371
11,93.0,0.3865481640468352
12,92.4,0.2752875090786256
13,93.8,0.3577516244025901
14,88.8,1.0667529600486159
15,83.6,2.5695709847472608
16,81.6,3.584103196321521
17,77.60000000000001,4.008925636038184
18,80.2,4.06462419861462
19,81.2,4.054774739337153
20,80.80000000000001,4.002756954729557
21,81.0,3.703973311930895
22,80.4,4.315161628506612
23,80.2,4.961626507542096
24,80.60000000000001,4.1876910824235525
25,80.2,4.360396194110217
26,80.80000000000001,4.567466671969742
27,79.0,4.357125548222102
28,79.60000000000001,4.8177272618934515
29,80.2,5.029575299029238
30,81.0,4.750566189000383
31,78.0,4.98200167947798
32,82.0,4.772481622198538
33,82.0,4.477681000251323
34,81.8,4.694452606132991
35,80.0,4.835661190321844
36,80.80000000000001,4.978641992174089
37,80.4,5.117535234560491
38,81.39999999999999,5.374899127557874
39,81.0,5.27489562706789
40,81.6,5.125794995948672
41,79.4,5.101508839302697
42,80.60000000000001,4.6713836298557
43,79.4,5.2045486338203775
44,79.80000000000001,5.150871397792361
45,81.8,4.64274716873304
46,79.80000000000001,5.75423742888961
47,82.0,4.835802493281663
48,82.19999999999999,4.3821184586849995
49,80.60000000000001,5.272402461832389
50,84.8,2.740014542732315
51,93.0,0.5974233749329869
52,95.39999999999999,0.18943443758398643
53,92.0,0.60493204586528
54,87.6,1.482107462280792
55,83.6,3.486412755106576
56,81.8,4.115949918683909
57,79.2,5.644547177832574
58,79.4,4.744953265376389
59,80.2,5.639789464405258
60,79.80000000000001,5.3424559255107305
61,79.0,5.338710470098485
62,80.2,5.177268878221657
63,79.60000000000001,6.1921829283796255
64,78.4,5.764541568127461
65,80.2,5.443455953624216
66,83.0,5.198240115240915
67,80.80000000000001,4.733435537143378
68,80.60000000000001,5.433051023659209
69,81.39999999999999,5.016832314910716
70,81.2,5.012339628931368
71,80.80000000000001,5.800926921050996
72,79.4,5.717890210882761
73,78.2,5.90005390442122
74,83.2,5.447622411105549
75,81.6,4.880138861507876
76,81.8,5.252847821225587
77,78.4,6.408878674078733
78,80.0,5.797929401181173
79,81.0,5.448589487509544
80,81.39999999999999,5.880259772964564
81,79.80000000000001,6.143015608277637
82,82.39999999999999,5.251897794501856
83,80.80000000000001,5.601500571854412
84,79.4,5.57191518492793
85,82.19999999999999,4.971755101720919
86,80.2,6.219364845215459
87,79.2,5.527988963127136
88,82.8,4.800308700155481
89,81.0,5.570620501441881
90,85.6,2.7060834869754036
91,88.6,1.0852105648826547
92,92.4,0.5571248827405362
93,92.4,0.5786833978678624
94,88.6,1.7769396694321768
95,84.39999999999999,3.3929761601582684
96,84.2,4.343636215165606
97,80.0,5.550625263948459
98,78.60000000000001,5.817012251680572
99,82.39999999999999,5.773328000367619
100,80.80000000000001,5.812830220005271
