t,eval_success,eval_loss
1,58.8,2.596260393857956
2,54.400000000000006,2.171542432308197
3,56.599999999999994,2.986427936553955
4,58.599999999999994,2.906745729446411
5,55.60000000000001,2.4739568758010866
6,62.2,1.6590179416537285
7,66.60000000000001,1.5937649223208428
8,64.2,1.9160511928796768
9,63.0,1.7964114525914192
10,73.4,1.3532394057512283
11,72.39999999999999,1.2751547978818416
12,69.8,1.7836925619840622
13,70.39999999999999,1.6068027196079493
14,74.4,1.2204181007295847
15,71.39999999999999,1.9668824771046638
16,67.0,2.2393825969099996
17,75.8,0.9226738084852696
18,75.2,0.7671367639303207
19,73.8,1.4871341820433737
20,67.60000000000001,2.6945582737028597
21,72.2,1.559613847285509
22,66.8,3.0737532114982606
23,77.4,1.1376770987361668
24,72.8,1.1076523889228702
25,74.4,1.0735571949183942
26,76.6,0.9857189877331257
27,73.8,1.4560584364086389
28,73.2,1.1756027519330383
29,71.2,1.4359205993264914
30,83.0,0.5645976975560189
31,81.8,0.6182762264832854
32,77.2,0.8237381649762392
33,78.4,0.8021251884661615
34,80.2,0.5969523189961911
35,83.6,0.5334122499451042
36,88.4,0.3854209595778957
37,81.8,0.6236490680836141
38,82.6,0.5509345352463424
39,85.0,0.5995480535551906
40,78.60000000000001,0.6322539794445038
41,82.8,0.6285102112591266
42,80.2,0.8688158950395882
43,78.2,0.809235618263483
44,81.0,0.8120458578318357
45,83.8,0.5866210028110072
46,84.39999999999999,0.5459143353812397
47,83.0,0.5941052407305688
48,81.2,0.6476474363030866
49,86.0,0.4973989917896688
50,79.80000000000001,0.7130207091383636
